Month,Com-ID,Display_ID,Owner,Local_authority_area,Postcode,Domain,Number_of_sessions,Power_drawn_kWh,Number_of_faults,Uptime,Display_category
24-Dec,61031,61031,"ChargePlace Scotland, West Lothian Council",West Lothian,EH52 6FY,ChargePlace Scotland,79,2250.96,0,95.80%,Public
24-Dec,61038,61038,"ChargePlace Scotland, West Lothian Council",West Lothian,EH52 6FY,ChargePlace Scotland,3,69.94,0,100.00%,Public
24-Dec,61037,61037,"ChargePlace Scotland, West Lothian Council",West Lothian,EH52 6FY,ChargePlace Scotland,14,456.87,0,100.00%,Public
24-Dec,61036,61036,"ChargePlace Scotland, West Lothian Council",West Lothian,EH52 6FY,ChargePlace Scotland,10,301.99,0,100.00%,Public
24-Dec,61034,61034,"ChargePlace Scotland, West Lothian Council",West Lothian,EH52 6FY,ChargePlace Scotland,12,256.53,0,100.00%,Public
24-Dec,61033,61033,"ChargePlace Scotland, West Lothian Council",West Lothian,EH52 6FY,ChargePlace Scotland,9,257.78,0,100.00%,Public
24-Dec,60694,60694,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 7UR,ChargePlace Scotland,17,385.62,0,100.00%,Public
24-Dec,60696,60696,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 3BL,ChargePlace Scotland,175,2561.5,1,82.50%,Public
24-Dec,60695,60695,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 3BL,ChargePlace Scotland,217,4193.69,0,88.90%,Public
24-Dec,24977,61160,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,10,284.86,1,99.40%,Public
24-Dec,61128,61128,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG5 4JH,ChargePlace Scotland,3,125.05,0,100.00%,Public
24-Dec,61127,61127,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG5 4JH,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61126,61126,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG5 4JH,ChargePlace Scotland,4,129.35,0,100.00%,Public
24-Dec,61125,61125,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG5 4JH,ChargePlace Scotland,7,167.79,0,100.00%,Public
24-Dec,60802,60802,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,G84 8SQ,ChargePlace Scotland,46,709.71,0,100.00%,Public
24-Dec,61124,61124,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG6 4JG,ChargePlace Scotland,6,207.84,0,100.00%,Public
24-Dec,61123,61123,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG6 4JG,ChargePlace Scotland,1,60.62,0,100.00%,Public
24-Dec,61122,61122,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG6 4JG,ChargePlace Scotland,7,218.9,0,100.00%,Public
24-Dec,61121,61121,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG6 4JG,ChargePlace Scotland,2,23.97,0,100.00%,Public
24-Dec,FC16338,61096,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH3 6TE,ChargePlace Scotland,225,1141.08,1,100.00%,Public
24-Dec,60396,60396,"Sport Aberdeen, ChargePlace Scotland",Aberdeen City,AB16 5TL,ChargePlace Scotland,31,575.63,1,100.00%,Public
24-Dec,UC25324,61120,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH7 4BW,ChargePlace Scotland,123,3271.6,1,81.30%,Public
24-Dec,24999,61119,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH7 4BW,ChargePlace Scotland,195,4944.46,4,67.00%,Public
24-Dec,UC25000,61115,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH7 4BW,ChargePlace Scotland,44,1015.49,2,53.20%,Public
24-Dec,UC25012,61099,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH7 4BW,ChargePlace Scotland,181,4304.23,0,82.70%,Public
24-Dec,60395,60395,"ChargePlace Scotland, University of Stirling",Stirling,FK9 4LA,ChargePlace Scotland,12,207.06,1,100.00%,Public
24-Dec,60393,60393,"ChargePlace Scotland, Hillcrest Homes",Dundee City,DD4 6TQ,ChargePlace Scotland,68,2208.35,0,100.00%,Public
24-Dec,60276,60276,"ChargePlace Scotland, Angus Council",Angus,DD8 1AZ,ChargePlace Scotland,80,1916.27,1,84.70%,Public
24-Dec,60277,60277,"ChargePlace Scotland, Angus Council",Angus,DD8 1AZ,ChargePlace Scotland,42,598.1,0,100.00%,Public
24-Dec,M5004375-1,61283,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 4AP,ChargePlace Scotland,3,16,0,100.00%,Public
24-Dec,M5004375-2,61282,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 4AP,ChargePlace Scotland,9,131.3,0,100.00%,Public
24-Dec,M5004375-3,61281,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 4AP,ChargePlace Scotland,21,313,0,100.00%,Public
24-Dec,M5005319-4,61280,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 4AP,ChargePlace Scotland,15,198.1,1,100.00%,Public
24-Dec,M5004375-4,61279,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 4AP,ChargePlace Scotland,18,339.1,0,100.00%,Public
24-Dec,M5004288-7,61278,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 4AP,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,60580,60580,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB45 2NX,ChargePlace Scotland,38,1128.69,0,100.00%,Public
24-Dec,JORRO_CPID_01688,53711,Ardnamurchan Lighthouse Trust Limited,Highland,PH36 4LN,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,M5004377-3,61265,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG9 7LG,ChargePlace Scotland,1,6.4,0,100.00%,Public
24-Dec,M5004377-1,61264,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG9 7LG,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,M5004375-6,61263,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG9 7LG,ChargePlace Scotland,1,22.7,0,100.00%,Public
24-Dec,M5004375-8,61262,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG9 7LG,ChargePlace Scotland,3,21.1,0,100.00%,Public
24-Dec,M5005915-5,61256,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,3,20.6,0,100.00%,Public
24-Dec,M5005913-10,61255,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,2,8.7,0,100.00%,Public
24-Dec,M5005913-9,61254,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,4,118.7,0,100.00%,Public
24-Dec,M5005914-9,61253,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,5,36.9,0,100.00%,Public
24-Dec,M5005914-8,61252,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,6,112.7,0,100.00%,Public
24-Dec,M5005914-6,61251,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,2,32.9,0,100.00%,Public
24-Dec,M5005914-7,61250,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,6,230.7,0,100.00%,Public
24-Dec,M5003840-6,61249,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,9,124.6,0,100.00%,Public
24-Dec,M5005914-10,61248,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,13,358.9,0,100.00%,Public
24-Dec,M5005914-5,61247,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,3,39,0,100.00%,Public
24-Dec,M5004504-1,61246,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,1,5.7,0,100.00%,Public
24-Dec,M5004504-2,61245,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,7,113.4,0,100.00%,Public
24-Dec,M5004375-9,61243,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,6,148.4,0,100.00%,Public
24-Dec,M5003840-9,61242,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,18,414.9,0,100.00%,Public
24-Dec,M5004504-4,61241,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 2HP,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,60503,60503,"ChargePlace Scotland, West Lothian Council",West Lothian,EH49 7EQ,ChargePlace Scotland,52,1078.78,0,100.00%,Public
24-Dec,60952,60952,"ChargePlace Scotland, NHS Dumfries & Galloway",,DG1 4TN,ChargePlace Scotland,14,272.09,0,100.00%,Public
24-Dec,60951,60951,"ChargePlace Scotland, NHS Dumfries & Galloway",,DG1 4TN,ChargePlace Scotland,12,239.03,0,100.00%,Public
24-Dec,FC16552,60849,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH7 5ED,ChargePlace Scotland,83,1073.48,2,100.00%,Public
24-Dec,60293,60293,"ChargePlace Scotland, James Hutton Institute, Dundee",Aberdeen City,DD2 5DA,ChargePlace Scotland,1,0.8,0,100.00%,Private
24-Dec,61116,61116,Scottish Fire and Rescue Service,Dundee City,DD4 9UA,ChargePlace Scotland,2,35.75,0,54.00%,Private
24-Dec,61017,61017,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61016,61016,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61114,61114,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 8EE,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,51910,51910,"ChargePlace Scotland, Highlands and Islands Enterprise, Highlands and Islands Enterprise Forres 1",,IV23 2AB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,FC16939,61110,"ChargePlace Scotland, NHS Golden Jubilee, BP - ChargePlace Scotland",West Dunbartonshire,G81 4HX,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,FC16938,61109,"ChargePlace Scotland, NHS Golden Jubilee, BP - ChargePlace Scotland",West Dunbartonshire,G81 4HX,ChargePlace Scotland,182,4186.75,0,100.00%,Public
24-Dec,FC16819,61108,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH11 1AN,ChargePlace Scotland,47,863.16,0,100.00%,Public
24-Dec,FC16818,61107,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH11 1AN,ChargePlace Scotland,42,792.96,0,99.90%,Public
24-Dec,FC16816,61106,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH11 1AN,ChargePlace Scotland,38,542.07,0,99.90%,Public
24-Dec,FC16817,61105,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH11 1AN,ChargePlace Scotland,40,848.55,1,100.00%,Public
24-Dec,FC16568,61104,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH6 6ES,ChargePlace Scotland,72,1599.05,1,100.00%,Public
24-Dec,FC16570,61103,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH6 6ES,ChargePlace Scotland,70,1512.44,3,100.00%,Public
24-Dec,FC16569,61102,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH6 6ES,ChargePlace Scotland,92,1712.87,0,100.00%,Public
24-Dec,FC16571,61101,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH6 6ES,ChargePlace Scotland,110,1695.32,0,100.00%,Public
24-Dec,60500,60500,"ChargePlace Scotland, Wheatley Group",City of Edinburgh,EH13 9DW,ChargePlace Scotland,9,232.04,0,100.00%,Public
24-Dec,60684,60684,"ChargePlace Scotland, Stirling Council",Stirling,FK7 8HA,ChargePlace Scotland,100,2190.76,0,89.30%,Public
24-Dec,60683,60683,"ChargePlace Scotland, Stirling Council",Stirling,FK7 8HA,ChargePlace Scotland,41,1086.39,0,100.00%,Public
24-Dec,60391,60391,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS1 2LS,ChargePlace Scotland,38,861.12,1,98.60%,Public
24-Dec,14759,61080,"ChargePlace Scotland, Inverclyde Council, BP - ChargePlace Scotland",Inverclyde,PA15 1BQ,ChargePlace Scotland,36,380.5,0,100.00%,Public
24-Dec,FC16337,61095,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH3 6ES,ChargePlace Scotland,191,2441.82,0,100.00%,Public
24-Dec,14760,61159,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH3 6TE,ChargePlace Scotland,249,2498.89,1,97.10%,Public
24-Dec,UC25090,61098,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH3 6TE,ChargePlace Scotland,87,2258.55,1,58.20%,Public
24-Dec,UC25048,61097,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH3 6TE,ChargePlace Scotland,149,3894.09,0,84.40%,Public
24-Dec,60947,60947,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG1 4AP,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,60949,60949,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,60948,60948,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,60946,60946,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,,ChargePlace Scotland,0,0,0,99.70%,Public
24-Dec,60945,60945,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,60944,60944,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,,ChargePlace Scotland,1,79.17,0,100.00%,Public
24-Dec,60943,60943,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,,ChargePlace Scotland,1,47.96,0,100.00%,Public
24-Dec,60942,60942,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,60941,60941,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG1 4AP,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,60940,60940,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG1 4AP,ChargePlace Scotland,6,88.16,0,100.00%,Public
24-Dec,60958,60958,"ChargePlace Scotland, Ayrshire Roads Alliance, East Ayrshire Council",East Ayrshire,,ChargePlace Scotland,22,500.08,0,100.00%,Public
24-Dec,60950,60950,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA18 4AN,ChargePlace Scotland,71,2129.64,1,100.00%,Public
24-Dec,60954,60954,"ChargePlace Scotland, Ayrshire Roads Alliance, East Ayrshire Council",South Ayrshire,,ChargePlace Scotland,41,1569.99,2,100.00%,Public
24-Dec,CMU2629,61141,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,198,3912.5,1,86.30%,Public
24-Dec,FC16541,61094,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH15 1DU,ChargePlace Scotland,36,403.5,0,100.00%,Public
24-Dec,FC16544,61093,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH15 1DU,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,FC16548,61092,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH15 1DU,ChargePlace Scotland,39,537.46,1,100.00%,Public
24-Dec,FC16551,61091,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH15 1DU,ChargePlace Scotland,27,504.72,0,100.00%,Public
24-Dec,12945,61078,"ChargePlace Scotland, Scottish Borders Council, BP - ChargePlace Scotland",Scottish Borders,TD5 7AH,ChargePlace Scotland,70,1280.22,0,100.00%,Public
24-Dec,60759,60759,"THE HIGHLAND COUNCIL, ChargePlace Scotland",Highland,,ChargePlace Scotland,13,354.1,0,100.00%,Public
24-Dec,60290,60290,"ChargePlace Scotland, Angus Housing Association",Dundee City,DD4 9JH,ChargePlace Scotland,2,87.87,0,100.00%,Public
24-Dec,60289,60289,"ChargePlace Scotland, Angus Housing Association",Dundee City,DD4 9JH,ChargePlace Scotland,2,63.96,0,99.90%,Public
24-Dec,60499,60499,"ChargePlace Scotland, Scottish Borders Council",Scottish Borders,TD2 6TD,ChargePlace Scotland,67,1612.76,1,100.00%,Public
24-Dec,FC15960,61158,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,8,234.31,1,100.00%,Public
24-Dec,FC15962,61157,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,5,76.21,0,100.00%,Public
24-Dec,FC15898,61156,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,FC16260,61155,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,5,161.25,0,100.00%,Public
24-Dec,FC16259,61154,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,5,140.95,0,100.00%,Public
24-Dec,FC16262,61153,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,8,140.98,0,100.00%,Public
24-Dec,FC15899,61152,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,9,456.66,0,100.00%,Public
24-Dec,FC16871,61151,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,4,101.99,1,100.00%,Public
24-Dec,FC16264,61150,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,6,33.89,0,100.00%,Public
24-Dec,FC16873,61149,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,5,92.02,0,100.00%,Public
24-Dec,FC16875,61148,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,6,172.88,0,100.00%,Public
24-Dec,FC16874,61147,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,12,92.88,0,100.00%,Public
24-Dec,FC15956,61146,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,11,159.55,0,100.00%,Public
24-Dec,FC15957,61145,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,3,5.36,0,100.00%,Public
24-Dec,UC25173,61144,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,237,4489.36,1,84.60%,Public
24-Dec,24992,61143,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,19,319.37,1,59.00%,Public
24-Dec,UC25174,61142,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH14 4AT,ChargePlace Scotland,179,3444.48,0,87.00%,Public
24-Dec,60288,60288,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,,ChargePlace Scotland,39,844.17,0,100.00%,Public
24-Dec,60287,60287,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,,ChargePlace Scotland,8,188.9,0,100.00%,Public
24-Dec,60286,60286,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,,ChargePlace Scotland,17,446.41,0,100.00%,Public
24-Dec,60285,60285,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,,ChargePlace Scotland,14,410.68,0,100.00%,Public
24-Dec,60284,60284,"Renfrewshire Council, ChargePlace Scotland",Renfrewshire,,ChargePlace Scotland,12,420.66,0,100.00%,Public
24-Dec,60283,60283,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,,ChargePlace Scotland,19,754.46,0,100.00%,Public
24-Dec,62387,62387,"Gavin Macdonald Flooring, ChargePlace Scotland",Highland,,ChargePlace Scotland,15,642.82,0,98.40%,Public
24-Dec,60270,60270,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG8 9EH,ChargePlace Scotland,43,1165.32,0,95.90%,Public
24-Dec,60274,60274,"ChargePlace Scotland, Caledonian Maritime Assets Ltd",Highland,,ChargePlace Scotland,8,324.37,0,99.70%,Private
24-Dec,60275,60275,"ChargePlace Scotland, Caledonian Maritime Assets Ltd",Argyll and Bute,,ChargePlace Scotland,19,618.41,1,98.70%,Public
24-Dec,60273,60273,"ChargePlace Scotland, Caledonian Maritime Assets Ltd",Argyll and Bute,,ChargePlace Scotland,266,7809.42,6,89.60%,Public
24-Dec,60922,60922,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G31 2NA,ChargePlace Scotland,63,1487.81,0,100.00%,Public
24-Dec,60271,60271,"ChargePlace Scotland, Caledonian Maritime Assets Ltd",Argyll and Bute,,ChargePlace Scotland,9,135.63,0,99.90%,Private
